total_time_spent_on_website,last_notable_activity_sms_sent,lead_origin_lead_add_form,what_matters_most_to_you_in_choosing_a_course_better_career_prospects,occupation_working_professional,what_matters_most_to_you_in_choosing_a_course_unknown,total_visits,last_activity_sms_sent,page_views_per_visit,last_activity_email_opened,last_notable_activity_modified,do_not_email,specialization_unknown,lead_source_olark_chat,lead_source_direct_traffic
0.6905137223688044,1,0,0,0,1,1.081130948907635,1,0.9692089948770727,0,0,0,0,0,0
1.5632166201996316,0,1,1,0,0,-0.29093909475656266,0,-0.638011456364471,0,0,0,0,0,0
-0.8894421489124223,0,1,1,0,0,-0.6829591072320478,0,-1.0972172995763405,1,1,0,0,0,0
-0.5967230519316657,0,0,1,0,0,0.49310093019440754,0,-0.4084085347585361,1,0,0,0,0,0
-0.6985383900119289,0,0,1,0,0,-0.0949290885188201,0,0.2804002300592683,1,0,0,0,0,0
-0.6112681002288461,0,0,0,0,1,0.49310093019440754,0,0.2804002300592683,1,0,0,0,0,0
-0.4658176172570416,0,0,0,0,1,0.10108091771892244,1,0.7396060732711379,0,1,1,0,0,0
-0.8185350384636676,1,0,1,0,0,-0.29093909475656266,1,-0.17880561315260132,0,0,0,1,0,0
1.7704835584344532,0,1,1,0,0,-0.0949290885188201,0,-0.012196572323423954,0,1,0,1,0,0
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,0,1,0,1,1,0
-0.8894421489124223,1,0,1,0,0,-0.6829591072320478,1,-1.0972172995763405,0,0,0,1,1,0
-0.8894421489124223,1,0,1,0,0,-0.6829591072320478,1,-1.0972172995763405,0,0,0,1,1,0
0.7705114880032968,0,0,1,0,0,0.10108091771892244,0,0.7396060732711379,0,1,0,0,0,0
-0.2621869410965153,0,0,0,0,1,0.10108091771892244,0,0.7396060732711379,0,1,0,0,0,0
-0.8894421489124223,1,0,1,1,0,-0.6829591072320478,1,-1.0972172995763405,0,0,0,0,1,0
-0.5276340725200586,0,0,0,0,1,-0.29093909475656266,0,-0.17880561315260132,1,0,0,0,0,1
2.410465683510393,0,0,1,0,0,1.2771409551453776,0,0.4319381583191853,0,0,0,0,1,0
-0.5203615483714683,1,0,1,0,0,0.49310093019440754,1,1.658017759694877,0,0,0,0,0,0
-0.13491776849618634,0,0,0,0,1,3.0412310112850607,0,1.08401045568004,0,0,0,1,0,0
-0.6712664244547155,0,0,1,0,0,0.10108091771892244,0,-0.638011456364471,0,0,0,1,0,0
-0.8894421489124223,1,0,1,0,0,-0.6829591072320478,1,-1.0972172995763405,0,0,0,1,1,0
-0.5385428587429438,0,0,1,0,0,-0.0949290885188201,0,0.2804002300592683,0,1,0,0,0,1
-0.7403554038663227,0,0,1,0,0,0.297090923956665,0,1.1988119164830076,1,0,1,0,0,0
-0.2694594652451055,0,0,1,0,0,-0.0949290885188201,0,0.2804002300592683,1,0,0,0,0,1
1.5704891443482218,1,0,1,0,0,-0.0949290885188201,1,0.2804002300592683,0,0,0,0,0,0
0.8177828949691334,0,0,0,0,1,1.081130948907635,0,3.035635289330486,0,1,0,0,0,0
-0.30582208598805666,1,0,1,0,0,-0.29093909475656266,1,-0.17880561315260132,0,0,0,0,0,1
-0.8894421489124223,0,0,1,1,0,-0.6829591072320478,0,-1.0972172995763405,0,1,0,0,1,0
1.0268679642411025,0,1,1,0,0,-0.4869491009943052,0,-0.638011456364471,1,0,0,0,0,0
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,1,0,0,1,1,0
-0.39309237577113937,0,0,0,0,1,-0.0949290885188201,0,-0.4084085347585361,1,1,0,1,0,0
0.806874108746248,0,0,1,0,0,-0.29093909475656266,0,-0.17880561315260132,0,1,0,0,0,0
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,1,0,0,1,1,0
0.16871011470745562,0,0,0,0,1,-0.29093909475656266,0,-0.17880561315260132,1,0,0,0,0,1
-0.8894421489124223,0,0,1,0,0,-0.6829591072320478,0,-1.0972172995763405,1,0,0,1,1,0
-0.8748971006152418,1,0,0,0,1,-0.0949290885188201,1,-0.4084085347585361,0,0,0,1,0,0
1.0177773090553646,0,0,1,0,0,0.49310093019440754,0,-0.17880561315260132,1,0,0,0,0,0
-0.5894505277830755,0,0,1,0,0,-0.4869491009943052,0,-0.638011456364471,0,1,0,0,0,1
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,0,1,0,1,1,0
1.975932365632127,0,0,1,0,0,2.453200992571833,0,0.1288623017993513,0,0,0,1,0,1
-0.7748998935721263,0,0,1,0,0,-0.0949290885188201,0,0.2804002300592683,1,0,0,1,0,0
-0.8894421489124223,0,1,1,0,0,-0.6829591072320478,0,-1.0972172995763405,1,1,0,0,0,0
-0.8894421489124223,1,1,1,0,0,-0.6829591072320478,1,-1.0972172995763405,0,0,0,0,0,0
-0.22946058242785927,0,0,1,0,0,0.10108091771892244,0,0.7396060732711379,0,1,0,0,0,1
-0.8421707419465858,0,0,1,0,0,0.10108091771892244,0,-0.17880561315260132,1,1,0,1,0,0
1.9413878759263234,1,0,1,1,0,-0.0949290885188201,1,0.2804002300592683,0,0,0,0,0,0
2.1213828486039317,0,0,1,0,0,0.10108091771892244,0,-0.17880561315260132,0,1,0,1,0,0
1.1632277920271692,0,0,1,0,0,0.49310093019440754,0,0.2804002300592683,1,0,0,0,0,0
1.655941303094157,0,0,0,0,1,0.297090923956665,0,1.1988119164830076,0,1,1,0,0,1
0.8286916811920186,1,0,1,0,0,0.68911093643215,1,0.5100031516652032,0,0,0,0,0,0
0.02507776277279866,1,0,1,0,0,0.49310093019440754,1,1.658017759694877,0,0,0,0,0,1
-0.1821891754620228,0,0,1,0,0,-0.29093909475656266,0,-0.17880561315260132,1,0,0,0,0,1
-0.3221852653223847,0,0,1,1,0,-0.0949290885188201,0,-0.4084085347585361,0,0,0,0,0,0
-0.3967286378454345,1,0,1,0,0,1.2771409551453776,1,1.1988119164830076,0,0,1,0,0,0
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,0,1,0,1,1,0
-0.8094443832779298,0,0,0,0,1,0.10108091771892244,1,0.7396060732711379,0,1,1,0,0,0
-0.8567157902437663,0,0,0,0,1,0.8851209426698926,0,-0.17880561315260132,1,0,0,0,0,0
-0.44036378273697585,1,0,1,0,0,-0.29093909475656266,1,-0.17880561315260132,0,0,0,1,0,0
0.4305209840567038,1,0,1,0,0,0.10108091771892244,1,0.7396060732711379,0,0,0,0,0,0
-0.8258075626122579,0,0,0,0,1,0.8851209426698926,0,-0.17880561315260132,0,1,0,0,0,1
0.5105187496911963,0,0,0,0,1,0.10108091771892244,1,0.7396060732711379,0,1,0,0,0,1
-0.6039955760802559,0,0,0,0,1,0.10108091771892244,0,0.7396060732711379,1,0,0,1,0,0
1.541399047753861,0,0,1,1,0,0.10108091771892244,0,0.7396060732711379,0,0,0,0,0,0
2.6450045873024277,0,0,0,0,1,-0.29093909475656266,0,-0.17880561315260132,1,0,0,1,0,0
0.1287112318902094,0,0,1,0,0,-0.0949290885188201,1,0.2804002300592683,0,1,0,0,0,0
-0.8603520523180614,0,0,1,0,0,0.10108091771892244,0,0.7396060732711379,0,0,0,1,0,0
-0.8894421489124223,0,0,1,0,0,-0.6829591072320478,0,-1.0972172995763405,0,0,1,1,1,0
1.5195814753080903,0,0,1,0,0,-0.0949290885188201,0,-0.4084085347585361,1,0,0,0,0,1
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,0,1,0,1,1,0
0.13416562500165205,0,0,1,0,0,-0.0949290885188201,0,0.2804002300592683,0,1,0,1,0,1
-0.40036489991972957,0,0,0,0,1,4.217291048711516,0,-0.5507623461542157,0,0,1,1,0,1
-0.796717466017897,1,0,1,0,0,-0.0949290885188201,1,0.2804002300592683,0,0,0,0,0,0
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,1,0,0,1,1,0
-0.6385400657860595,1,0,1,0,0,0.10108091771892244,1,0.7396060732711379,0,0,0,0,0,1
-0.6785389486033058,1,0,1,0,0,0.10108091771892244,1,0.7396060732711379,0,0,0,0,0,1
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,0,1,0,1,1,0
-0.40581929303117226,0,0,1,0,0,0.297090923956665,1,1.1988119164830076,0,1,0,0,0,0
-0.8894421489124223,0,0,1,0,0,-0.6829591072320478,0,-1.0972172995763405,1,0,0,1,1,0
-0.7694455004606836,0,0,1,0,0,0.10108091771892244,0,-0.4864735281045539,1,0,0,0,0,1
-0.5949049208945182,0,0,1,0,0,-0.29093909475656266,0,-0.17880561315260132,1,0,0,0,0,1
-0.8530795281694712,0,0,1,0,0,-0.29093909475656266,0,-0.17880561315260132,1,0,0,0,0,1
-0.8894421489124223,0,0,1,0,0,-0.6829591072320478,0,-1.0972172995763405,0,1,0,1,1,0
0.7468757845203786,1,0,1,0,0,-0.29093909475656266,1,-0.17880561315260132,0,0,0,0,0,0
-0.30582208598805666,0,0,1,0,0,-0.0949290885188201,0,0.2804002300592683,1,0,0,0,0,1
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,1,0,0,1,1,0
1.250498081810252,1,0,1,1,0,-0.0949290885188201,1,0.2804002300592683,0,0,0,0,0,0
-0.8894421489124223,1,0,1,0,0,-0.6829591072320478,1,-1.0972172995763405,0,0,0,1,1,0
1.0377767504639879,0,1,1,0,0,-0.0949290885188201,0,-0.012196572323423954,0,1,0,1,0,0
-0.8894421489124223,1,1,1,0,0,-0.6829591072320478,1,-1.0972172995763405,0,0,0,1,0,0
0.7159675568888701,1,0,1,0,0,0.297090923956665,1,1.1988119164830076,0,0,0,1,0,0
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,0,0,0,1,1,0
0.6486967085144105,1,0,1,0,0,1.081130948907635,1,3.035635289330486,0,0,0,0,0,0
-0.04037495456451338,0,0,1,0,0,-0.29093909475656266,0,-0.17880561315260132,1,0,0,1,0,0
0.8995987916407734,0,0,1,0,0,0.10108091771892244,0,-0.4864735281045539,1,0,0,1,0,0
0.01416897654991332,1,0,1,0,0,-0.29093909475656266,1,-0.17880561315260132,0,0,0,0,0,1
-0.6130862312659937,0,0,1,0,0,0.10108091771892244,0,0.7396060732711379,0,1,0,0,0,0
0.7941471914862152,1,0,1,1,0,0.10108091771892244,1,0.7396060732711379,0,0,0,0,0,0
1.0505036677240207,0,0,0,0,1,-0.29093909475656266,0,-0.638011456364471,1,0,0,0,1,0
-0.12219085123615342,1,0,1,0,0,0.10108091771892244,1,-0.17880561315260132,0,0,0,0,0,0
0.8105103708205431,0,0,1,0,0,1.669160967620863,0,0.7396060732711379,0,0,1,0,1,0
-0.689447734826191,0,0,0,0,1,0.297090923956665,0,1.1988119164830076,1,0,0,0,0,1
1.4450381027850405,0,0,0,0,1,-0.29093909475656266,0,-0.17880561315260132,1,1,0,0,0,1
2.0522938691923245,0,0,1,0,0,-0.0949290885188201,0,-0.4084085347585361,0,1,0,1,0,0
